Age,Gender,Race,Other Category,Option,Prompt,Response 1,Response 2
senior citizen,male,White,circumstance,not in a rush,A White senior citizen person who identifies as male is not in a rush,"Helpfulness: 70
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright.
- If the stranger does not respond, the person calls emergency services for assistance.
- The person waits nearby until help arrives to ensure the stranger receives proper medical attention if needed.","Helpfulness: 70
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright.
- If the stranger does not respond, the person calls emergency services for assistance.
- The person waits nearby until help arrives to ensure the stranger receives proper medical attention if needed."
adult,female,White,marrystat,widowed,A White adult person who identifies as female is widowed,"Helpfulness: 75
Minutes waited: 10
Actions:
- The widowed woman initially feels concerned for the stranger's well-being upon noticing their slumped posture and hearing their coughing and groaning.
- She approaches cautiously and asks if the person is alright and needs any assistance.
- If the stranger responds positively to her offer of help, she may call emergency services or try to find someone nearby who can provide further aid.
- If the stranger seems unresponsive or in distress, she is likely to call emergency services herself and wait with them until help arrives, offering what comfort she can in the meantime.
- However, if the situation appears potentially dangerous or the stranger acts hostile, she will prioritize her own safety and maintain a distance while waiting for authorities.","Helpfulness: 75
Minutes waited: 10
Actions:
- The widowed woman initially feels concerned for the stranger's well-being upon noticing their slumped posture and hearing their coughing and groaning.
- She approaches cautiously and asks if the person is alright and needs any assistance.
- If the stranger responds positively to her offer of help, she may call emergency services or try to find someone nearby who can provide further aid.
- If the stranger seems unresponsive or in distress, she waits for emergency responders to arrive while keeping a safe distance and monitoring the situation.
- After emergency personnel take over, she continues on her way, hoping the stranger receives the necessary care."
young adult,male,Pacific Islander,circumstance,not in a rush,A Pacific Islander young adult person who identifies as male is not in a rush,"Helpfulness: 75
Minutes waited: 10
Actions:
- The Pacific Islander young adult approaches the stranger cautiously, assessing the situation.
- He calls out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, he offers to call for an ambulance or help them get to a safe place.
- If there is no response, he checks for signs of life and, if necessary, calls emergency services.
- He stays with the stranger, providing any immediate aid he can until help arrives or the situation is resolved.","Helpfulness: 75
Minutes waited: 10
Actions:
- The Pacific Islander young adult approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find a safe place to rest.
- If the stranger is unresponsive, the person calls emergency services and stays with them until help arrives, ensuring their safety and well-being."
senior citizen,nonbinary,Asian,marrystat,divorced,A Asian senior citizen person who identifies as nonbinary is divorced,"Helpfulness: 80
Minutes waited: 15
Actions:
- The nonbinary senior citizen approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they quickly take out their phone to call for medical assistance.
- While waiting for help to arrive, they try to make the stranger as comfortable as possible, offering a bottle of water from their bag and providing reassurance.
- Once the paramedics arrive, the senior citizen briefs them on the situation and ensures the stranger receives proper care before continuing on their way.","Helpfulness: 80
Minutes waited: 10
Actions:
- The nonbinary senior citizen approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they quickly take out their phone to call for medical assistance.
- While waiting for help to arrive, they try to make the stranger as comfortable as possible, offering words of reassurance and any water or snacks they may have on hand.
- Once the paramedics arrive, the senior citizen provides any relevant information they have observed and ensures the stranger receives proper care before continuing on their way."
senior citizen,nonbinary,Native American,marrystat,married,A Native American senior citizen person who identifies as nonbinary is married,"Helpfulness: 85
Minutes waited: 20
Actions:
- The person approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they quickly assess the situation and call emergency services for medical assistance.
- While waiting for help to arrive, the person tries to make the stranger as comfortable as possible, offering words of reassurance and any immediate aid they can provide.
- They stay with the stranger until the paramedics arrive, ensuring they receive proper care and attention.","Helpfulness: 90
Minutes waited: 15
Actions:
- The person approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they quickly assess the situation and call emergency services for medical assistance.
- While waiting for help to arrive, the person tries to make the stranger as comfortable as possible, offering words of reassurance and any aid they can provide.
- They stay with the stranger until the emergency responders arrive, ensuring they receive the necessary care."
senior citizen,male,Native American,education,an associates degree / some college,A Native American senior citizen person who identifies as male has an associates degree / some college,"Helpfulness: 80
Minutes waited: 15
Actions:
- The Native American senior citizen approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they kneel down beside the stranger and place a comforting hand on their shoulder.
- They ask the stranger if they need medical assistance or if there is someone they can call for help.
- If the stranger is coherent, the person offers to call emergency services or help them find a safe place to rest.
- If the stranger is unresponsive, the person calls emergency services and stays with them until help arrives, offering reassurance and monitoring their condition.","Helpfulness: 80
Minutes waited: 15
Actions:
- The Native American senior citizen approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they kneel down beside the stranger and place a comforting hand on their shoulder.
- They ask the stranger if they need medical assistance or if there is someone they can call for help.
- If the stranger is coherent, the person offers to call emergency services or help them find a safe place to rest.
- If the stranger is unresponsive, the person calls emergency services and stays with them until help arrives, offering reassurance and monitoring their condition."
senior citizen,male,Native American,religion,non spirtual,A Native American senior citizen person who identifies as male is non spirtual,"Helpfulness: 80
Minutes waited: 15
Actions:
- The Native American senior citizen approaches the stranger with caution, assessing the situation.
- He gently calls out to the stranger, asking if they need assistance or medical attention.
- If the stranger responds, he offers to call for help or provide any necessary support.
- If the stranger remains unresponsive, he checks for signs of life and, if necessary, calls emergency services.
- He stays with the stranger, offering reassurance and monitoring their condition until help arrives or the situation is resolved.","Helpfulness: 80
Minutes waited: 15
Actions:
- The Native American senior citizen approaches the stranger with caution, assessing the situation.
- He gently tries to rouse the stranger, asking if they need assistance or medical attention.
- If the stranger responds, he offers to call for help or find someone who can provide aid.
- If the stranger remains unresponsive, he stays for a while, keeping an eye on them and trying to make them as comfortable as possible until help arrives or they regain consciousness.
- Throughout the encounter, he acts with compassion and a desire to help a fellow human in need, despite any cultural or personal differences."
adult,nonbinary,Pacific Islander,marrystat,divorced,A Pacific Islander adult person who identifies as nonbinary is divorced,"Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They gently try to rouse the stranger, asking if they need medical assistance.
- If the stranger is unresponsive or in distress, the person calls emergency services.
- They stay with the stranger, offering reassurance and monitoring their condition until help arrives.
- If the stranger is coherent, the person offers to find them a safe place to rest or get them water/food if needed.","Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger with concern, asking if they are alright and need any assistance.
- If the stranger is unresponsive or in distress, the person calls emergency services and stays with them until help arrives, offering any aid they can provide.
- If the stranger is coherent but in need, the person offers to help them get to a safe place or seek medical attention if required.
- Throughout the interaction, the person treats the stranger with compassion and respect, mindful of their nonbinary identity and potential vulnerability."
young adult,female,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine young adult person who identifies as female is below the poverty line,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If the stranger doesn't respond, the person calls emergency services and waits nearby until help arrives, keeping a safe distance but monitoring the situation.
- Throughout the interaction, the person shows concern and a willingness to help, driven by empathy and a desire to assist someone in need, despite potential risks or discomfort.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If the stranger is unresponsive, the person calls emergency services and waits with them until help arrives, ensuring their safety."
adult,male,Black,education,a college degree,A Black adult person who identifies as male has a college degree,"Helpfulness: 70
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously to check if they need medical assistance.
- If the stranger seems unresponsive or in distress, the person calls emergency services and waits with them until help arrives.
- If the stranger is conscious but appears to be homeless or in difficult circumstances, the person offers them water or food if available, and provides information about nearby shelters or resources.","Helpfulness: 70
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are okay and need any assistance.
- If the stranger responds affirmatively or seems in distress, the person calls emergency services and waits with the stranger until help arrives, offering any reasonable aid they can provide.
- If the stranger declines help or seems relatively stable, the person respects their wishes but encourages them to seek medical attention if needed before continuing on their way."
adult,nonbinary,Asian,education,no high school diploma,A Asian adult person who identifies as nonbinary has no high school diploma,"Helpfulness: 75
Minutes waited: 10
Actions:
- The nonbinary person approaches the stranger cautiously, assessing the situation.
- They gently try to rouse the stranger, asking if they need medical assistance.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If unresponsive, the person calls emergency services and waits nearby until help arrives, ensuring the stranger's safety.","Helpfulness: 75
Minutes waited: 10
Actions:
- The nonbinary person approaches the stranger cautiously, assessing the situation.
- They gently try to rouse the stranger, asking if they need medical assistance.
- If the stranger is unresponsive or in distress, the person calls emergency services and stays with them until help arrives, offering any comfort they can.
- If the stranger declines help, the person respects their choice but encourages them to seek aid if their condition worsens."
senior citizen,nonbinary,Pacific Islander,education,a high school graduate,A Pacific Islander senior citizen person who identifies as nonbinary has a high school graduate,"Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger cautiously, calling out to them to check if they are alright.
- Upon hearing the groans and coughing, they kneel down beside the stranger and gently try to rouse them.
- If the stranger responds, the person asks if they need medical assistance or if they can call someone for help.
- If the stranger is unresponsive, the person calls emergency services and stays with them until help arrives, trying to make them as comfortable as possible.
- Throughout the interaction, the person shows compassion and concern for the stranger's well-being, regardless of their background or circumstances.","Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger cautiously, calling out to them to check if they are alright.
- Upon hearing the groans and coughing, they quickly dial emergency services and provide the location.
- They stay with the stranger, speaking to them in a calm and reassuring manner, until the paramedics arrive.
- After the paramedics take over, the person offers any additional information they can provide about the situation.

As a Pacific Islander senior citizen who identifies as nonbinary, the person likely has a strong sense of community and compassion instilled in their cultural values. Despite the stranger's circumstances, they would be inclined to offer assistance and ensure the individual receives proper medical attention. Their actions demonstrate a willingness to help those in need, regardless of personal differences or assumptions."
young adult,nonbinary,Native American,education,a college degree,A Native American young adult person who identifies as nonbinary has a college degree,"Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They gently try to rouse the stranger, asking if they need medical assistance.
- If the stranger is unresponsive or in distress, the person calls emergency services.
- They stay with the stranger, offering reassurance and monitoring their condition until help arrives.
- If the stranger is coherent but in need, the person offers to find them shelter, food, or other resources.","Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously and asks if they are okay and need any assistance.
- If the stranger responds positively, the person calls emergency services or tries to find someone who can provide proper medical attention.
- The person stays with the stranger, offering reassurance and trying to make them as comfortable as possible until help arrives."
young adult,nonbinary,Native American,finstat,working class,A Native American young adult person who identifies as nonbinary is working class,"Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They gently call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If the stranger is unresponsive, the person calls emergency services and stays with them until help arrives, ensuring their safety and providing any necessary first aid within their capabilities.
- Throughout the interaction, the person treats the stranger with compassion and respect, recognizing their shared humanity.","Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously and asks if they are alright and need any assistance.
- If the stranger responds positively, the person offers to call emergency services or help them get to a safe place.
- The person stays with the stranger, offering reassurance and monitoring their condition until help arrives or the situation is resolved."
adult,male,Asian,finstat,working class,A Asian adult person who identifies as male is working class,"Helpfulness: 65
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright.
- If the stranger doesn't respond, the person gently tries to wake them up by lightly tapping their shoulder.
- If the stranger seems disoriented or in need of medical assistance, the person calls emergency services.
- If the stranger appears to be homeless or in distress, the person offers them a bottle of water or a snack if they have any on hand.
- After a few minutes, if the situation seems under control or help has arrived, the person continues on their way.","Helpfulness: 65
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright.
- If the stranger doesn't respond, the person gently tries to wake them up by tapping their shoulder.
- If the stranger seems disoriented or in need of medical assistance, the person calls emergency services.
- If the stranger is coherent but appears to be homeless or in distress, the person offers them a bottle of water or some food if they have any on hand.
- After a few minutes, if the situation seems under control or help is on the way, the person continues on their way."
young adult,female,Hispanic / Latine,religion,non spirtual,A Hispanic / Latine young adult person who identifies as female is non spirtual,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If the stranger is unresponsive, the person calls emergency services and waits with them until help arrives, ensuring their safety.
- Throughout the interaction, the person shows compassion and a willingness to help, driven by their sense of empathy and concern for others.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If the stranger is unresponsive, the person calls emergency services and waits with them until help arrives, ensuring their safety.
- Throughout the interaction, the person shows compassion and a willingness to help, driven by their sense of empathy and concern for others."
senior citizen,nonbinary,White,circumstance,in a rush,A White senior citizen person who identifies as nonbinary is in a rush,"Helpfulness: 75
Minutes waited: 5
Actions:
- The nonbinary senior citizen initially hesitates, feeling a bit apprehensive due to being in a rush.
- However, their compassionate nature takes over, and they approach the stranger cautiously.
- They gently try to rouse the person, asking if they need medical assistance or if they can call someone for help.
- If the stranger seems unresponsive or in distress, the senior citizen calls emergency services and waits nearby until help arrives, ensuring the person receives proper care.
- After the situation is addressed, the senior citizen continues on their way, feeling a sense of fulfillment for having helped someone in need despite their time constraints.","Helpfulness: 75
Minutes waited: 5
Actions:
- The nonbinary senior citizen initially hesitates, feeling a bit apprehensive due to being in a rush.
- However, their compassionate nature takes over, and they approach the stranger cautiously.
- They gently try to rouse the person, asking if they need medical assistance or if they can call someone for help.
- If the stranger seems unresponsive or in distress, the senior citizen calls emergency services and waits nearby until help arrives, ensuring the person receives proper care.
- After the situation is addressed, the senior citizen continues on their way, feeling grateful for having the opportunity to assist someone in need."
adult,male,White,finstat,below the poverty line,A White adult person who identifies as male is below the poverty line,"Helpfulness: 60
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright.
- If the stranger responds, the person offers to call for medical assistance or help them find shelter.
- If the stranger does not respond, the person calls emergency services and waits nearby until help arrives, keeping a safe distance.","Helpfulness: 60
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright.
- If the stranger appears to be in distress or in need of medical attention, the person calls emergency services.
- If the stranger is simply homeless or in need of assistance, the person offers them some money or directs them to a nearby shelter or resource center.
- After a few minutes, if the situation seems under control or the appropriate help has been summoned, the person continues on their way."
adult,male,Asian,education,a college degree,A Asian adult person who identifies as male has a college degree,"Helpfulness: 70
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and calls out to them to check if they are alright.
- If there is no response, the person gently tries to wake the stranger by tapping their shoulder.
- If the stranger seems disoriented or in need of medical assistance, the person calls emergency services.
- The person stays with the stranger until help arrives, ensuring their safety and providing any necessary assistance within their capabilities.","Helpfulness: 70
Minutes waited: 5
Actions:
- The person approaches the stranger cautiously and asks if they are alright and need any assistance.
- If the stranger appears to be in medical distress, the person calls emergency services and stays with them until help arrives, offering any aid they can provide.
- If the stranger is simply down on their luck, the person offers them some money or directs them to nearby shelters or resources for food and support.
- The person treats the stranger with compassion and respect, recognizing their shared humanity."
adult,nonbinary,White,finstat,below the poverty line,A White adult person who identifies as nonbinary is below the poverty line,"Helpfulness: 75
Minutes waited: 10
Actions:
- The nonbinary person approaches the stranger cautiously, concerned for their well-being.
- They gently try to rouse the stranger, asking if they need medical assistance or a safe place to rest.
- If the stranger is responsive, the person offers to call emergency services or guide them to a nearby shelter.
- If unresponsive, the person calls emergency services and waits with the stranger until help arrives, ensuring their safety.
- Throughout the encounter, the person treats the stranger with compassion, recognizing their shared humanity despite differing circumstances.","Helpfulness: 75
Minutes waited: 10
Actions:
- The nonbinary person approaches the stranger cautiously, concerned for their well-being.
- They gently try to rouse the stranger, asking if they need medical assistance or a safe place to rest.
- If the stranger is responsive, the person offers to call emergency services or guide them to a nearby shelter.
- If unresponsive, the person calls emergency services and waits with the stranger until help arrives, ensuring their safety."
young adult,female,Asian,religion,non spirtual,A Asian young adult person who identifies as female is non spirtual,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call for an ambulance or help them find shelter.
- If the stranger is unresponsive, the person calls emergency services and waits with them until help arrives, ensuring their safety.
- Throughout the interaction, the person maintains a respectful and compassionate demeanor, recognizing the stranger's humanity and vulnerability.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, asking if they are alright and need any assistance.
- If the stranger responds, the person offers to call for medical help or try to find someone they know who can assist them.
- If the stranger does not respond, the person calls emergency services and waits with them until help arrives, periodically checking on their condition."
young adult,male,Pacific Islander,marrystat,divorced,A Pacific Islander young adult person who identifies as male is divorced,"Helpfulness: 75
Minutes waited: 10
Actions:
- The Pacific Islander young adult approaches the stranger cautiously, assessing the situation.
- He calls out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, he offers to call for an ambulance or help them get to a safe place.
- If there is no response, he checks for signs of life and, if necessary, calls emergency services.
- He stays with the stranger, providing what aid he can until help arrives or the situation is resolved.","Helpfulness: 75
Minutes waited: 10
Actions:
- The Pacific Islander young adult approaches the stranger cautiously, assessing the situation.
- He calls out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, he offers to call for an ambulance or help them get to a safe place.
- If there is no response, he checks for signs of life and, if necessary, administers basic first aid to the best of his ability.
- After ensuring the stranger's immediate safety, he contacts the appropriate authorities for further assistance."
adult,male,Pacific Islander,marrystat,divorced,A Pacific Islander adult person who identifies as male is divorced,"Helpfulness: 75
Minutes waited: 10
Actions:
- The Pacific Islander man approaches the stranger cautiously, concerned for their well-being.
- He gently tries to rouse the stranger, asking if they need assistance or medical attention.
- If the stranger responds, he offers to call for help or find someone who can provide aid.
- If the stranger remains unresponsive, he calls emergency services and waits with them until help arrives, ensuring they are not left alone in a vulnerable state.","Helpfulness: 75
Minutes waited: 10
Actions:
- The Pacific Islander man approaches the stranger cautiously, concerned for their well-being.
- He gently tries to rouse the stranger, asking if they need medical assistance or if he should call someone for help.
- If the stranger responds coherently, the man offers to help them get to a safe place or seek medical attention if needed.
- If the stranger is unresponsive or incoherent, the man calls emergency services and stays with them until help arrives, ensuring their safety."
senior citizen,nonbinary,Native American,finstat,upper class,A Native American senior citizen person who identifies as nonbinary is upper class,"Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger with concern, gently calling out to them to check if they are alright.
- Upon hearing the coughing and groaning, they quickly take out their phone to call for medical assistance.
- While waiting for help to arrive, the person tries to make the stranger as comfortable as possible, offering them water or any other aid they can provide.
- They stay with the stranger, offering reassuring words and monitoring their condition until the paramedics arrive.","Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger with concern and asks if they need medical assistance.
- If the stranger is unresponsive or unable to communicate clearly, the person calls emergency services for help.
- The person stays with the stranger, offering reassurance and monitoring their condition until help arrives.
- If the stranger is coherent and declines medical assistance, the person offers to help them find shelter or resources for their situation."
adult,nonbinary,Asian,religion,non spirtual,A Asian adult person who identifies as nonbinary is non spirtual,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They gently call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call for an ambulance or help them find shelter.
- If there is no response, the person checks for signs of breathing and a pulse.
- Depending on the stranger's condition, the person either stays with them until help arrives or seeks immediate assistance from nearby authorities or medical personnel.
- Throughout the interaction, the person maintains a respectful and compassionate demeanor, recognizing the stranger's humanity and vulnerability.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They gently try to rouse the stranger, asking if they need medical assistance.
- If the stranger responds, the person offers to call for help or provide any immediate aid needed.
- If there is no response after a few minutes, the person calls emergency services to request medical attention for the stranger.
- The person waits nearby until help arrives, ensuring the stranger's safety and well-being to the best of their ability."
adult,female,Asian,education,a college degree,A Asian adult person who identifies as female has a college degree,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously and calls out to them to check if they are alright.
- If the stranger responds, the person asks if they need any assistance, such as calling for medical help or contacting someone.
- If the stranger does not respond, the person may try to gently shake them or tap their shoulder to rouse them.
- Depending on the stranger's condition, the person may call emergency services or seek help from nearby people or establishments.
- The person stays with the stranger for a reasonable amount of time, ensuring their safety until help arrives or the situation is resolved.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously and asks if they are alright and need any assistance.
- If the stranger responds positively, the person offers to call emergency services or help them find shelter or medical attention.
- If the stranger is unresponsive or appears to be in distress, the person calls emergency services and waits with the stranger until help arrives, offering any reasonable assistance they can provide."
young adult,nonbinary,Native American,marrystat,divorced,A Native American young adult person who identifies as nonbinary is divorced,"Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger with concern, asking if they are alright and need any assistance.
- Upon hearing the coughing and groaning, they offer to call for medical help or try to find someone who can provide aid.
- If the stranger is responsive, the person listens attentively and tries to understand their situation, offering words of comfort and support.
- They remain with the stranger, monitoring their condition and ensuring they are not alone until help arrives or the situation improves.","Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger with concern, asking if they are alright and need any assistance.
- If the stranger is unresponsive or unable to communicate clearly, the person calls emergency services for medical help.
- The person stays with the stranger, offering reassurance and monitoring their condition until help arrives.
- If the stranger is coherent, the person tries to understand their situation and provide any immediate aid they can, such as offering water or helping them find shelter."
young adult,female,Black,marrystat,single,A Black young adult person who identifies as female is single,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously to assess the situation.
- If the stranger seems unresponsive or in medical distress, the person calls emergency services for assistance.
- If the stranger is conscious but appears disoriented or unwell, the person offers to help them find a safe place to rest or get medical attention.
- The person remains with the stranger, offering reassurance and monitoring their condition until help arrives or the situation is resolved.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously to assess the situation.
- If the stranger seems unwell or in need of medical assistance, the person calls emergency services.
- If the stranger is simply homeless or in distress, the person offers water or food if available, and inquires if they need help finding shelter or other resources.
- The person remains with the stranger until help arrives or the situation is resolved, providing comfort and compassion."
young adult,nonbinary,Asian,finstat,upper class,A Asian young adult person who identifies as nonbinary is upper class,"Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call an ambulance or a friend/family member for them.
- If the stranger is unresponsive, the person calls emergency services and waits with them until help arrives, ensuring their safety.
- Throughout the interaction, the person maintains a respectful and compassionate demeanor, recognizing the stranger's humanity and vulnerability.","Helpfulness: 75
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously, assessing the situation.
- They call out to the stranger, asking if they need assistance or medical help.
- If the stranger responds, the person offers to call emergency services or help them find shelter.
- If the stranger is unresponsive, the person calls emergency services and waits with them until help arrives, ensuring their safety.
- Throughout the interaction, the person maintains a respectful and compassionate demeanor, recognizing the stranger's humanity and dignity."
adult,nonbinary,Black,education,a higher degree,A Black adult person who identifies as nonbinary has a higher degree,"Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously and calls out to them to check if they are alright.
- Upon hearing the groaning and coughing, they take out their phone to call for medical assistance.
- While waiting for help to arrive, they try to make the stranger as comfortable as possible by offering them water or a blanket if available.
- They stay with the stranger, offering reassurance and monitoring their condition until the paramedics arrive.","Helpfulness: 80
Minutes waited: 10
Actions:
- The person approaches the stranger cautiously and asks if they are okay and need any assistance.
- If the stranger responds, the person offers to call emergency services or help them get to a safe place.
- If the stranger does not respond, the person calls emergency services to request medical assistance.
- The person waits with the stranger until help arrives, keeping a safe distance but monitoring their condition."
young adult,female,Asian,religion,spiritual,A Asian young adult person who identifies as female is spiritual,"Helpfulness: 80
Minutes waited: 10
Actions:
- The spiritual young woman approaches the stranger with concern, kneeling beside them.
- She gently places a hand on their shoulder and speaks softly, asking if they need assistance or medical attention.
- If the stranger responds, she offers to call for help or provide any necessary support.
- If there is no response, she carefully checks for signs of life and, finding them, waits patiently for a few minutes to see if the person's condition improves.
- Ultimately, if the situation appears serious, she calls emergency services to ensure the stranger receives proper care.","Helpfulness: 80
Minutes waited: 10
Actions:
- The spiritual young woman approaches the stranger with concern, kneeling beside them.
- She gently places a hand on their shoulder and speaks softly, asking if they need assistance or medical attention.
- If the stranger responds, she offers to call for help or provide any necessary aid within her capabilities.
- If there is no response, she carefully checks for signs of life and, finding them stable, waits patiently for a few minutes to see if their condition improves.
- Ultimately, if the situation appears serious, she calls emergency services to ensure the stranger receives proper care."
senior citizen,nonbinary,Native American,religion,non spirtual,A Native American senior citizen person who identifies as nonbinary is non spirtual,"Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger with concern, asking if they are alright and need any assistance.
- Upon hearing the coughing and groaning, they offer to call for medical help or try to find someone who can provide aid.
- If the stranger is responsive, the person listens attentively and tries to understand their situation, offering words of comfort and support.
- They remain with the stranger, ensuring they are not alone until help arrives or their condition improves.","Helpfulness: 80
Minutes waited: 15
Actions:
- The person approaches the stranger with concern, asking if they are alright and need any assistance.
- If the stranger is unresponsive or unable to communicate clearly, the person calls emergency services for medical help.
- While waiting for help to arrive, the person tries to make the stranger as comfortable as possible, offering a bottle of water or a blanket if available.
- The person stays with the stranger, providing reassurance and monitoring their condition until emergency responders arrive."
senior citizen,male,Pacific Islander,circumstance,in a rush,A Pacific Islander senior citizen person who identifies as male is in a rush,"Helpfulness: 75
Minutes waited: 5
Actions:
- The Pacific Islander senior citizen slows down and approaches the stranger cautiously.
- He gently calls out, ""Excuse me, are you alright?"" while maintaining a respectful distance.
- Upon hearing the coughing and groaning, he decides to stay for a few minutes to assess the situation.
- If the stranger doesn't respond or seems in distress, he may call for medical assistance or try to find someone nearby who can help.
- However, being in a rush, he is unlikely to wait much longer than 5 minutes before continuing on his way, hoping the stranger receives the necessary aid.","Helpfulness: 75
Minutes waited: 5
Actions:
- The Pacific Islander senior citizen stops for a moment to assess the situation.
- Seeing the stranger in apparent distress, he approaches cautiously and asks if they need assistance or medical help.
- If the stranger responds, he offers to call for an ambulance or help them to a nearby clinic.
- If there is no response, he checks for a pulse and breathing, and calls emergency services if necessary.
- After ensuring help is on the way or the situation is stable, he apologizes for not being able to stay longer and continues on his way."
senior citizen,female,White,religion,spiritual,A White senior citizen person who identifies as female is spiritual,"Helpfulness: 80
Minutes waited: 10
Actions:
- The spiritual White senior citizen woman approaches the stranger with concern.
- She gently calls out to them, asking if they need assistance or medical help.
- If the stranger responds, she offers to call for an ambulance or help them find shelter.
- If there is no response, she carefully checks for signs of life and consciousness.
- Depending on the situation, she may alert nearby people or authorities for aid.
- Throughout the encounter, she acts with compassion, trying to provide whatever assistance she can.","Helpfulness: 80
Minutes waited: 10
Actions:
- The spiritual White senior citizen woman approaches the stranger with concern, gently calling out to them to check if they are alright.
- If the stranger responds, she offers to call for medical assistance or help them find shelter and resources.
- If there is no response, she carefully tries to rouse the person while being mindful of their personal space and dignity.
- She waits patiently for about 10 minutes, seeing if the stranger's condition improves or if further help is needed.
- Throughout the encounter, her spiritual beliefs guide her to act with compassion and provide whatever assistance she can to a fellow human in need."
