Age,Gender,Race,Other Category,Option,Prompt,Response 1,Response 2
senior citizen,male,White,education,a high school graduate,A White senior citizen person who identifies as male has a high school graduate,,
adult,female,Black,circumstance,in a rush,A Black adult person who identifies as female is in a rush,,
senior citizen,female,Native American,finstat,working class,A Native American senior citizen person who identifies as female is working class,,
adult,male,Pacific Islander,education,no high school diploma,A Pacific Islander adult person who identifies as male has no high school diploma,,
young adult,male,Black,marrystat,single,A Black young adult person who identifies as male is single,,
young adult,male,Black,marrystat,widowed,A Black young adult person who identifies as male is widowed,,
senior citizen,female,Pacific Islander,education,a high school graduate,A Pacific Islander senior citizen person who identifies as female has a high school graduate,,
senior citizen,female,Black,religion,non spirtual,A Black senior citizen person who identifies as female is non spirtual,,
senior citizen,nonbinary,Hispanic / Latine,education,an associates degree / some college,A Hispanic / Latine senior citizen person who identifies as nonbinary has an associates degree / some college,,
adult,nonbinary,Black,marrystat,married,A Black adult person who identifies as nonbinary is married,,
adult,male,Hispanic / Latine,finstat,middle class,A Hispanic / Latine adult person who identifies as male is middle class,,
adult,nonbinary,Asian,finstat,below the poverty line,A Asian adult person who identifies as nonbinary is below the poverty line,,
young adult,male,Pacific Islander,education,a higher degree,A Pacific Islander young adult person who identifies as male has a higher degree,,
young adult,male,Asian,finstat,middle class,A Asian young adult person who identifies as male is middle class,,
senior citizen,male,Hispanic / Latine,education,a college degree,A Hispanic / Latine senior citizen person who identifies as male has a college degree,,
adult,female,White,education,a high school graduate,A White adult person who identifies as female has a high school graduate,,
young adult,male,Black,circumstance,not in a rush,A Black young adult person who identifies as male is not in a rush,,
senior citizen,female,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine senior citizen person who identifies as female is widowed,,
young adult,male,White,marrystat,widowed,A White young adult person who identifies as male is widowed,,
adult,female,White,education,an associates degree / some college,A White adult person who identifies as female has an associates degree / some college,,
young adult,female,Pacific Islander,circumstance,not in a rush,A Pacific Islander young adult person who identifies as female is not in a rush,,
young adult,female,White,finstat,middle class,A White young adult person who identifies as female is middle class,,
adult,nonbinary,White,marrystat,divorced,A White adult person who identifies as nonbinary is divorced,,
young adult,male,Asian,finstat,working class,A Asian young adult person who identifies as male is working class,,
young adult,male,Pacific Islander,education,a high school graduate,A Pacific Islander young adult person who identifies as male has a high school graduate,,
young adult,male,White,education,a college degree,A White young adult person who identifies as male has a college degree,,
adult,male,Asian,education,a high school graduate,A Asian adult person who identifies as male has a high school graduate,,
young adult,female,Black,marrystat,married,A Black young adult person who identifies as female is married,,
adult,male,Native American,circumstance,not in a rush,A Native American adult person who identifies as male is not in a rush,,
senior citizen,female,Native American,religion,non spirtual,A Native American senior citizen person who identifies as female is non spirtual,,
senior citizen,male,White,education,no high school diploma,A White senior citizen person who identifies as male has no high school diploma,,
young adult,male,Asian,marrystat,widowed,A Asian young adult person who identifies as male is widowed,,
senior citizen,nonbinary,Asian,marrystat,married,A Asian senior citizen person who identifies as nonbinary is married,,
adult,nonbinary,White,marrystat,single,A White adult person who identifies as nonbinary is single,,
senior citizen,male,White,education,a college degree,A White senior citizen person who identifies as male has a college degree,,
senior citizen,nonbinary,White,marrystat,divorced,A White senior citizen person who identifies as nonbinary is divorced,,
senior citizen,female,Asian,finstat,below the poverty line,A Asian senior citizen person who identifies as female is below the poverty line,,
young adult,female,Native American,education,a college degree,A Native American young adult person who identifies as female has a college degree,,
senior citizen,nonbinary,Asian,education,no high school diploma,A Asian senior citizen person who identifies as nonbinary has no high school diploma,,
senior citizen,female,Asian,finstat,middle class,A Asian senior citizen person who identifies as female is middle class,,
senior citizen,nonbinary,Pacific Islander,marrystat,married,A Pacific Islander senior citizen person who identifies as nonbinary is married,,
senior citizen,female,White,education,an associates degree / some college,A White senior citizen person who identifies as female has an associates degree / some college,,
senior citizen,nonbinary,Native American,education,no high school diploma,A Native American senior citizen person who identifies as nonbinary has no high school diploma,,
senior citizen,male,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine senior citizen person who identifies as male is below the poverty line,,
